	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
19_38713568_G_A_b37	0.031087926	0.0022600256	-0.048220623	0.005523134	-0.024144314	-0.007519083	0.010236826	-0.0146767665	-0.015555739	-0.019165672	0.01243591	0.03535889	-0.011398675	-0.016997509	0.010253072	-0.030631335	0.0094628185	-0.005576878	-0.005720433	0.00010818988	0.015251577	-0.032349844	-0.028873906	0.04100783	0.01657641	0.015470573	-0.007785663	-0.029683063	-0.01419504	0.04779829	0.004175841	0.022913326	0.04783395	0.007033117	-0.0027037878	0.021204805	-0.0119519625	-0.042094603	0.013817158	0.0022917278	0.006092336	-0.01211153	0.017510012	-0.01891695	-0.01198006	0.00817986	0.005689632	0.037095256	0.010428727	-0.6012251	0.000433553	0.03113887	-0.0022332221	-0.012807347	-0.0003177896	0.026841862	0.0019494146	0.036940474	-0.0015799254	0.009015838	-0.04501193	-0.018436171	0.01797161	-0.022576332
3_183473203_T_C_b37	0.024291053	-0.006795869	-0.038089693	0.0042239577	-0.028311519	-0.022805383	0.017259257	-0.030660411	-0.020190552	-0.0055113547	0.0105983615	0.030317187	-0.0071726404	-0.01742395	0.014533401	-0.034258533	0.010572638	-0.010425184	-0.007509753	-0.00016526133	0.006840177	-0.027323317	-0.007963337	0.04365118	0.015875299	0.02066144	-0.009094834	-0.033317715	-0.013788581	0.040136266	-0.008143085	0.01541204	0.028598987	-0.0008843541	0.001394781	0.01631453	-0.015419197	-0.038299114	0.018970795	-0.010579888	0.01127818	-0.012299314	0.014581397	-0.02543968	-0.012935074	0.0043837726	-0.006742183	0.016628206	0.010773309	-0.6244733	0.0015906058	0.025973532	-0.009177402	-0.007706452	-0.0066773444	0.0034618992	0.005406283	0.012460478	-0.0034880936	0.012528522	-0.029378794	-0.0072382092	0.0063704476	-0.020555187
8_101680292_A_G_b37	0.0173936	-0.021713464	0.040087547	0.04322484	-0.012411788	-0.015971322	0.014816169	-0.046285085	-0.0155830905	-0.026792461	-0.0020075487	0.013167553	0.033131942	0.039667584	-0.01908397	-0.029908767	0.028760191	0.0016596762	-0.019650456	-0.002155263	-0.028677981	0.0014468133	0.028860673	0.06762187	0.0077468194	0.007779588	-0.034377895	0.0035473704	0.007959038	-0.09888166	0.03140237	0.009292159	0.004240401	0.00441961	0.02702908	0.0068296213	-0.04650739	-0.0075427443	-0.0030463003	0.024750892	-0.0028771535	0.019481562	-0.03752224	-0.020195402	-0.012569766	0.0024416782	-0.015378552	-0.022253513	-0.0039429516	0.016105771	-0.0029780827	-0.011235751	-0.02702868	0.042132683	-0.043228608	0.0014837161	0.008112274	-0.03134588	0.042999003	0.022427822	-0.02500534	-0.019779228	0.028089317	-0.059741564
20_34828609_G_A_b37	0.023814298	-0.02099695	-0.046756145	-0.0068708546	-0.038415544	-0.01798047	0.0333187	-0.028450094	-0.042564765	-0.01837108	0.00916714	0.040204454	-0.008176595	-0.018200882	0.008025236	-0.026818004	0.016563106	-0.0073704375	-0.016864534	0.012681656	0.017870717	-0.032745104	-0.017720483	0.066416085	-0.016118426	0.01543012	0.0225261	-0.03248249	-0.016303733	0.008642666	0.02649223	0.009923756	0.02949803	0.0056574643	0.0019460141	0.022732941	-0.0019512032	-0.025415959	0.023981245	-0.016441312	-0.0006916616	-0.034420513	-0.0043049976	-0.023301385	-0.028271712	0.01134732	0.0075646713	0.0119828135	-0.0034575164	-0.64740795	-0.0014738888	0.03990813	-0.017622367	-0.010488415	-0.013054714	-0.013384996	0.00061549246	0.0088465735	-0.012829252	0.026885936	-0.031126171	0.005478218	0.0026050583	-0.009548549
10_71176683_G_A_b37	-0.073587075	0.07837232	-0.3363713	0.027401917	0.10421832	-0.120319895	0.06132075	-0.036827017	-0.24027935	0.1329093	0.017969443	0.15688866	0.0760323	-0.1820423	-0.010121472	0.07362254	-0.164457	0.04428831	-0.044099245	-0.031992745	0.094992906	0.030168815	0.080855556	-0.23430574	0.00090735033	0.039877735	0.023003288	0.13526367	-0.013445437	0.9318263	-0.45559436	0.07242809	0.21879244	0.07703395	0.003325963	-0.029436428	0.106907874	-0.12396909	0.004480632	-0.22131959	0.12882163	0.10570399	0.2994188	0.03015045	0.02850423	0.11851217	-0.090615556	0.276661	-0.07373978	1.0999066	-0.023325901	0.2581165	0.04941667	-0.14789212	0.11411965	-0.026198315	-0.043842245	0.09665261	0.022656783	0.051379286	-0.023386441	0.044022597	-0.11858325	-0.13201067
22_23494904_T_G_b37	0.042340573	0.029753534	-0.067512214	-0.008153772	-0.008443326	-0.02306861	0.0031695068	-0.04593701	-0.03502918	-0.020855976	0.01398783	0.03359631	-7.300079e-05	-0.014276177	0.013922155	-0.0041730553	0.010486517	-0.020806499	-0.01886383	0.0065342225	0.017368276	-0.041453157	-0.017389998	0.01653827	-0.00714631	-0.008476328	0.003245689	-0.031303965	-0.019445717	0.06657408	-0.0049727364	0.0035019368	0.020336539	-0.014476299	0.0056094956	0.013259025	-0.017529447	-0.042124286	0.014879726	-0.010524403	0.0025767628	0.0028789788	0.032029137	0.0010580122	-0.0038604923	0.0064338036	-0.00031583756	0.026485875	0.007345766	-0.4045089	-0.0123459585	0.045525204	-0.015384078	-0.0063115163	-0.012118071	-0.025043001	-0.0040349215	0.043103635	0.011160634	0.037789635	-0.029276922	-0.04419543	-0.004682593	-0.04648659
17_43765778_C_T_b37	-0.014673363	-0.052648656	-0.003778792	-0.029607486	-0.043911707	-0.014425289	-0.048029326	-0.015005246	-0.0043789446	-0.032213412	0.025144158	0.0017503537	0.050949216	0.033236485	-0.036370374	-0.06973959	0.06781131	-0.008620807	0.029418144	0.065734506	-0.023444554	-0.034523796	0.02054052	0.08911441	0.02249018	-0.022235435	-0.075044006	-0.078712665	-0.008861758	0.022839328	0.011315386	0.030084398	-0.0019640326	0.029429674	0.03605569	0.020865683	0.056357853	0.030255415	0.011869021	-0.0636289	0.06538378	-0.028358921	0.01735928	-0.059107445	0.028829757	0.051512465	0.0014418736	0.018142432	-0.014980704	-0.77735	-0.00622515	0.023384433	-0.03352216	-0.0063621555	0.011246249	0.0011748746	-0.04662733	0.05949323	0.004446484	0.015402013	-0.01916612	0.0058946162	0.014181642	-0.048446484
5_178153738_A_C_b37	0.02650245	-0.0088111125	-0.053965375	-0.016687416	-0.036618244	-0.004339559	0.024311174	-0.028648842	-0.058119975	-0.013121795	-0.0030332902	0.03435517	-0.026258424	-0.03118293	0.008960471	-0.04445287	0.005653389	0.008370503	-0.008402396	0.00086116977	0.037761945	-0.019009389	-0.004922062	0.047876403	-0.004669793	-0.010920437	0.010428071	-0.019362444	-0.018388681	0.049347207	-0.021362182	0.03301101	0.030525934	-0.008007228	-0.0079550985	0.032279234	0.008696156	-0.034895435	0.035143595	-0.024505865	0.0058217533	-0.032655813	0.034125336	-0.025818728	-0.007909581	0.021915188	0.01209693	0.032032505	-0.0011186749	-0.7165745	0.013021134	0.06602737	-0.011548221	-0.0045901267	0.0053269155	0.006366074	-0.019306246	0.030262167	-0.020427346	-0.0009745769	-0.014522195	0.0032725632	0.008729685	-0.010227252
3_20498236_C_A_b37	0.04157726	0.0017732792	-0.007911494	-0.0022762679	-0.036311686	-0.0052674897	-0.010015987	-0.0214656	0.009623211	-0.013647581	0.0063988045	0.02138386	-0.0077405497	-0.014300488	0.017311603	-0.0463704	0.004015114	-0.0008037309	0.005799424	0.016095128	0.0035839528	-0.031948294	-0.042346265	0.046071835	0.022849426	0.017937843	0.012645818	-0.051124126	-0.008624293	-0.019637253	0.033205863	0.012120303	0.02135446	0.010746345	-0.009371651	0.03213047	-0.0044972077	-0.023926055	0.02589406	0.027798286	0.004509762	-0.01420372	0.0020571873	-0.023667209	0.0070234686	0.013026793	0.0062605366	0.017112046	0.011185609	-0.5894337	-0.005132932	0.029287998	-0.00014777482	0.014557466	-0.014466744	0.035720736	0.0012517534	0.034411196	-0.0045013353	-0.00855463	-0.04227654	-0.014056258	0.010269441	-0.010796413
17_17161887_T_C_b37	0.040101126	0.01692977	-0.0125991935	-0.010492358	-0.02144485	-0.009694661	-0.0029831268	-0.0384746	-0.05026423	-0.018506777	-0.038951233	-0.009565204	0.016258847	0.008819804	-0.016342781	-0.030191626	-0.009478822	0.012309479	-0.004064411	-0.011205109	0.014797386	-0.016741823	0.0045995265	0.02917976	0.009281103	-0.010125394	-0.008322693	0.009879559	-0.013437308	0.034763783	-0.068093576	-0.0030942336	0.029428247	-0.03379436	-0.005088678	0.024333963	-0.008265049	-0.007595241	0.00433252	-0.004911814	0.02459046	-0.030416243	0.042429075	-0.034425683	0.030004848	0.0023231357	-0.00021766871	0.015090391	0.010789707	-0.4386633	0.018226713	0.0273786	-0.030384272	0.013250178	-0.0022718348	-0.008524353	-0.0058957934	0.026639104	-0.011102155	0.006386971	-0.026066639	0.030281693	0.014147334	-0.055332854
6_135369214_G_A_b37	-0.0019936822	-0.03896278	-0.003750124	0.025928788	-0.03427134	-0.011845468	0.027612109	-0.040180266	-0.037367	-0.023703106	-0.0031984448	0.036797635	0.010547619	-0.011188209	-0.035809316	-0.051249992	0.027998153	-0.008799474	-0.022340033	-0.004554741	-0.03347519	-0.01975055	0.030048095	0.094193175	-0.031766992	0.029172149	-0.015889868	-0.0032306705	0.020558797	-0.059573416	0.019780539	0.03115128	0.020025153	0.0024094135	0.041342616	0.0071928203	-0.021977302	-0.01833254	0.013360113	-0.015083667	0.008414166	-0.038833447	-0.05399803	-0.03488341	-0.056078434	0.015675511	-0.015084347	0.0008520782	-0.003287904	-0.5434316	-0.007955238	0.019140523	-0.004472226	0.0102309715	-0.006539412	-0.022868266	-0.0028027147	-0.03396181	0.009067595	0.050237052	-0.0264434	0.0011935383	0.020145176	-0.050150525
11_74675896_T_G_b37	0.017675031	-0.010836181	-0.012537358	0.042117745	-0.022580173	-0.0064384155	0.012236413	-0.09341873	-0.072915316	-0.014304468	0.0008226265	0.010718863	0.02884417	0.01015662	-0.06096875	-0.03960537	0.021594863	-0.04031666	-0.040293057	-0.028400252	-0.029553201	-0.027901497	0.07685598	0.060654104	-0.017239418	0.029153895	-0.022072896	0.008270082	0.024107523	-0.03635719	-0.037953425	-0.0041975826	-0.018625043	-0.020713016	0.008383136	0.0069087315	-0.05853711	-0.023783742	-0.0132774	-0.04536363	0.0052577443	0.029814065	-0.024672005	-0.046522416	-0.025198795	-0.008871727	0.010257825	-0.013931841	-0.006178908	-0.33134866	-0.0006690994	0.03326955	-0.032535538	0.011226706	-0.01526935	-0.04093039	0.0025172792	-0.050753273	0.03661494	0.046894692	-0.011792801	-0.00871259	0.028847653	-0.06706293
17_44113787_T_TG_b37	0.008938346	-0.016295008	-0.0076069506	0.041360922	-0.020309594	-0.012647809	0.0039440356	-0.049885623	-0.048482046	-0.038496695	0.006864161	0.041396584	0.034905188	0.00043010712	-0.058317445	-0.06575756	0.023191173	-0.0031933896	-0.032980423	-0.017445352	-0.01782712	-0.010166697	0.06667916	0.08668624	0.0071478263	0.04336796	-0.033768866	0.030630445	0.02207426	-0.031057213	-0.018867707	0.014857262	0.008338422	-0.014236867	0.039776117	0.008618981	-0.019001879	-0.020841254	-0.0068575293	-0.028228056	0.0063281115	-0.029858656	-0.05754534	-0.041880652	-0.065394655	0.012246143	-0.006884806	0.0057444423	-0.02364219	-0.2648198	-0.024494473	0.019686598	-0.016636357	0.037469186	-0.01971287	-0.015552731	-0.018283196	-0.050109096	0.015571065	0.022137685	-0.026158974	0.02192276	0.00039511174	-0.07510032
6_33643558_G_A_b37	0.043852713	0.0043744873	-0.046250187	-0.0033143386	-0.014228851	0.0033573147	0.007740494	-0.00647131	0.0044588298	-0.015291383	0.0073165605	0.04034153	-0.014197452	-0.02200754	0.037503242	-0.025262132	0.0056629255	-0.0032507898	0.014732979	0.011342648	0.022531316	-0.0340154	-0.059914015	0.03171677	0.029862678	0.009870189	0.0023256317	-0.03951092	-0.028983332	0.06109234	0.03440213	0.022641335	0.04056229	0.018087842	-0.0071042343	0.026277352	-0.002080976	-0.044544384	0.020038571	0.02501246	0.0032042824	-0.018247709	0.031419218	-0.010117687	-0.0005270131	0.009168081	-0.0031507164	0.04033605	0.011004388	-0.547808	-0.0032754876	0.040384237	-0.017295457	-0.00035077892	0.001208961	0.035288885	0.0010701232	0.04795717	-0.0028723553	0.0047464464	-0.051378764	-0.024009712	0.007366527	-0.022923762
14_89817994_C_G_b37	-0.32799092	-0.23365562	0.1787085	0.18239647	-0.12388806	-0.072201274	0.14415133	-0.5076913	-0.4550895	-0.054858454	-0.017479375	-0.002827756	0.2772454	0.32476637	-0.47738072	-0.19252618	0.30465758	-0.20326304	-0.28618574	-0.08658661	-0.2424447	0.20612103	0.7832155	0.38062352	-0.51822376	0.0633844	-0.015909463	0.0973292	0.4351271	-1.2115406	0.062075403	0.022020105	-0.40362984	-0.09017499	0.3656752	-0.08654332	-0.2059049	0.19727817	-0.20014723	-0.40374917	-0.13729718	0.048088476	-0.64732385	-0.15973338	-0.28200883	0.16869244	0.091815755	-0.52349764	-0.23629804	1.9097481	-0.060613867	-0.085263915	-0.08436926	0.15126663	-0.1291175	-0.53048223	-0.14494424	-0.6862355	0.24234733	0.20881648	0.33535275	0.12898543	0.037813906	-0.12578939
7_66157999_G_C_b37	0.04470245	0.017418357	-0.058710996	0.004279673	-0.0057013445	-0.026983261	-0.0019062795	-0.03657975	-0.03677866	-0.016087439	0.011666676	0.028931696	-0.0017753579	-0.018533118	0.018456772	-0.007831823	0.0067765303	-0.004279866	-0.0042853244	-0.0035098027	0.015794296	-0.038615715	-0.02683632	0.0021872595	0.0251394	0.01159276	0.00424923	-0.028801138	-0.0064151883	0.101380855	-0.02940584	0.0043956004	0.036491543	-0.004225984	-0.014584243	0.010713659	-0.01635088	-0.052301854	0.024974495	-0.0053212307	0.00826022	0.019359358	0.0536101	-0.0057135746	0.010294855	0.0012529716	-0.006565448	0.038245387	0.010075137	-0.45494515	0.0009805225	0.05130126	-0.01399073	-0.009516909	0.0012090318	0.001354117	0.0015055165	0.041716985	-0.0015607402	0.024450952	-0.039540045	-0.032233424	-0.0024535134	-0.04544398
3_133393323_A_T_b37	0.026341977	-0.013498515	-0.02274982	0.01849591	-0.029638562	-0.015334525	0.0039259866	-0.015249489	-0.012161031	-0.020222506	0.0065447344	0.04225238	-0.0074765123	-0.00775031	0.0027723238	-0.03627573	0.011360418	0.0019903164	-0.001099173	0.012187749	0.006897781	-0.01671061	-0.027213521	0.0500269	0.03983386	0.025274679	-0.009570159	-0.023031717	-0.014285788	0.029941188	0.011493419	0.019510772	0.044001877	0.0085694045	-0.012360077	0.01472282	-0.014393703	-0.045444302	0.008999748	0.0146335885	0.010089001	-0.0091173425	0.013624966	-0.02760826	-0.009174799	0.008944023	-0.0009027198	0.028251529	0.016605511	-0.5363948	0.0004496053	0.022082075	-0.0040728822	-0.0014687683	-0.021201633	0.024381831	0.003657356	0.026056819	-0.0015799031	-0.0056077726	-0.04228591	-0.014132507	0.009890486	-0.030908676
19_9521727_A_G_b37	0.01836026	-0.012378367	-0.061614096	-0.011822842	-0.024844531	-0.01533303	0.012065619	-0.017826725	-0.033906467	-0.026585106	0.020002991	0.034928966	-0.011860613	-0.017567486	0.022906363	-0.03170449	0.017448168	-0.0097280815	-0.006918147	0.005359497	0.018347926	-0.031813595	-0.030296706	0.035385996	0.017827537	0.008240863	0.0044358447	-0.046942167	-0.017667592	0.065109104	0.002833737	0.024658393	0.030934077	-0.0018240362	-0.0048272097	0.022233466	0.0055009583	-0.033609733	0.014058588	-0.016065199	0.00823809	-0.01842846	0.029867448	-0.019080214	-0.005742479	0.008538	-0.008450719	0.033746913	-0.0026281625	-0.71522754	-0.0013205968	0.0349583	-0.0093574	-0.005654433	0.0013400577	0.008721141	0.0053062923	0.022390468	-0.008902498	0.01518436	-0.025999397	-0.01846394	0.002569612	-0.011551794
2_201982693_G_A_b37	-0.00020191818	0.012001464	-0.01846812	0.022271778	-0.013306621	-0.045215502	0.029098487	-0.005693976	0.01569216	0.00084102526	-0.02613562	0.027727902	0.008060887	0.03667909	9.237975e-05	-0.004789252	0.029739816	-0.013139257	-0.005073257	0.04517527	-0.0015540197	-0.0031138435	-0.03253226	-0.0038679615	0.06661271	-0.0042801015	-0.041376982	-0.02306986	0.021379195	0.06530407	-0.04004802	0.024860743	0.032095283	0.020964645	0.0038306178	0.032289654	-0.014134972	-0.0026913956	0.044332266	0.027175883	0.049620166	0.04406271	0.025557652	-0.015286788	0.09443372	0.030820692	-0.015788194	0.026884943	-0.0010510609	-0.3740214	0.040341064	0.050955687	0.035071	-0.043833025	-0.06856859	-0.021579316	-0.045051437	0.10606844	-0.00083975494	0.0008529965	-0.063936494	-0.048194543	-0.03332957	-0.060004655
6_29944328_G_GGC_b37	0.225715	0.013709584	0.3210106	-0.1947597	0.072399855	0.072795995	-0.13392904	0.2587117	0.43703103	-0.11836796	-0.010156163	-0.022005312	0.03129185	0.14307952	0.36015204	0.17331377	-0.07096948	0.18058124	0.15181507	0.1928559	0.12591687	0.05703973	-0.49687397	0.009368092	0.17848743	0.020256605	0.15991461	-0.20207496	-0.23376185	-0.3766499	0.61896676	-0.04581611	0.27235278	0.2935653	-0.13916576	0.05540889	-0.071708485	-0.046614103	0.12075859	0.58402824	-0.06190341	-0.11734281	0.054651454	0.22512719	0.15834057	-0.18054892	0.018336784	0.013501257	0.23082674	1.6176503	-0.08439079	-0.15122616	0.016446225	0.17338598	-0.054321174	0.4438436	0.1606199	0.3123911	-0.042784072	-0.317342	-0.23533317	-0.020529777	0.06753012	0.089362964
19_38182690_C_T_b37	0.017241493	-0.023635251	-0.008731743	0.021036953	-0.0262229	-0.011354515	0.013806324	-0.034336474	-0.024243593	-0.017918553	0.010426078	0.033014335	0.0057139136	-0.018110193	-0.014373116	-0.044581726	0.004849896	-0.0037602466	-0.0073006973	0.00793599	-0.01900674	-0.022314	-0.0036172718	0.07044625	-0.0014823824	0.02929398	-0.00021374226	-0.022345623	-0.0006950572	-0.016966242	0.028049573	0.016563307	0.032117326	0.008461595	0.021635892	0.006350348	-0.026555799	-0.022639027	0.008475484	0.0094625205	0.0042739753	-0.0260716	-0.022888955	-0.023652613	-0.032923922	0.024061982	-0.018090267	0.010995477	0.0061733797	-0.5033496	-0.0041538365	0.025929522	-0.006574452	0.010323819	-0.010081984	0.0020080116	9.752065e-05	-0.0068165716	0.0098288655	0.032952517	-0.03353682	-0.016478114	0.026916005	-0.029017666
